scope,feature,count,harm_count,harm_gt_005_count,spearman,auroc_harm,auroc_harm_gt_005
branch/original_P/overall,representation_displacement,4800,2105,1711,-0.12402556126413027,0.44318527756600373,0.5206663640651704
branch/original_P/overall,prediction_changed,4800,2105,1711,-0.2050945230030122,0.4249626518713726,0.4848963507886717
branch/original_P/overall,delta_max_probability,4800,2105,1711,-0.26171857192038717,0.2695010995112794,0.2486162982124501
branch/original_P/overall,delta_entropy,4800,2105,1711,0.29421279163249964,0.7732126441593696,0.7740626369960791
branch/original_P/overall,delta_probability_gap,4800,2105,1711,-0.24990266753049772,0.2766881574482525,0.2582421855118717
branch/original_P/easy,query_entropy,2400,1112,775,-0.4573521254083551,0.17979886277313553,0.3328579652605459
branch/original_P/easy,query_max_probability,2400,1112,775,0.4745811509689498,0.8266252681084946,0.6728488337468983
branch/original_P/easy,query_probability_gap,2400,1112,775,0.48250869661609314,0.8296763986326466,0.6751928535980148
branch/original_P/easy,query_js,2400,1112,775,-0.2296560329263946,0.3873336889494616,0.6040424813895782
branch/original_P/easy,representation_displacement,2400,1112,775,-0.0554846537299746,0.4681313955047142,0.5784933002481389
branch/original_P/easy,prediction_changed,2400,1112,775,-0.29827165400597316,0.4159842933106931,0.47094789081885857
branch/original_P/easy,delta_max_probability,2400,1112,775,-0.4748364722968781,0.1717220943741901,0.13213220843672457
branch/original_P/easy,delta_entropy,2400,1112,775,0.5090793470623867,0.8599119151883462,0.8853979156327544
branch/original_P/easy,delta_probability_gap,2400,1112,775,-0.4582548686206369,0.1822991141248492,0.14104377171215882
step/original_P/0/easy,query_entropy,2400,1112,775,-0.4573521254083551,0.17979886277313553,0.3328579652605459
step/original_P/0/easy,query_max_probability,2400,1112,775,0.4745811509689498,0.8266252681084946,0.6728488337468983
step/original_P/0/easy,query_probability_gap,2400,1112,775,0.48250869661609314,0.8296763986326466,0.6751928535980148
step/original_P/0/easy,query_js,2400,1112,775,-0.2296560329263946,0.3873336889494616,0.6040424813895782
step/original_P/0/easy,representation_displacement,2400,1112,775,-0.0554846537299746,0.4681313955047142,0.5784933002481389
step/original_P/0/easy,prediction_changed,2400,1112,775,-0.29827165400597316,0.4159842933106931,0.47094789081885857
step/original_P/0/easy,delta_max_probability,2400,1112,775,-0.4748364722968781,0.1717220943741901,0.13213220843672457
step/original_P/0/easy,delta_entropy,2400,1112,775,0.5090793470623867,0.8599119151883462,0.8853979156327544
step/original_P/0/easy,delta_probability_gap,2400,1112,775,-0.4582548686206369,0.1822991141248492,0.14104377171215882
state/seed7_original_P/easy,query_entropy,800,280,113,-0.641195853431021,0.08947115384615385,0.30786670273473227
state/seed7_original_P/easy,query_max_probability,800,280,113,0.6654784304350475,0.9165041208791209,0.7024642217670776
state/seed7_original_P/easy,query_probability_gap,800,280,113,0.6684466069478233,0.916875,0.7036493153508263
state/seed7_original_P/easy,query_js,800,280,113,-0.6857031964112444,0.1741414835164835,0.487962283108552
state/seed7_original_P/easy,representation_displacement,800,280,113,-0.32963535880524814,0.3343269230769231,0.5479512050598343
state/seed7_original_P/easy,prediction_changed,800,280,113,-0.5873573851928177,0.35260989010989013,0.4160966624157875
state/seed7_original_P/easy,delta_max_probability,800,280,113,-0.40690033890677957,0.16102335164835166,0.10137702721850807
state/seed7_original_P/easy,delta_entropy,800,280,113,0.44333959115561117,0.8817445054945054,0.8913320709510376
state/seed7_original_P/easy,delta_probability_gap,800,280,113,-0.3691385533414896,0.18775412087912088,0.12368770207777821
regime/hard,query_entropy,21600,8898,7881,0.021266501534016945,0.46577482749525145,0.45114000267796434
regime/hard,query_max_probability,21600,8898,7881,-0.016376224185270502,0.5395666448267474,0.5512479629125712
regime/hard,query_probability_gap,21600,8898,7881,0.002428338803487109,0.5460300806222512,0.5546746038887604
regime/hard,query_js,21600,8898,7881,-0.20132725321667458,0.4447978699726026,0.49672824329027454
regime/hard,representation_displacement,21600,8898,7881,-0.1896468014717224,0.4469356852070275,0.49180534501293516
regime/hard,prediction_changed,21600,8898,7881,-0.16301235160882835,0.44672092246212863,0.47003776073976855
regime/hard,delta_max_probability,21600,8898,7881,-0.0321775902105581,0.42055563925578077,0.4015793959123299
regime/hard,delta_entropy,21600,8898,7881,0.024960038195549542,0.576123452558907,0.5967546779446387
regime/hard,delta_probability_gap,21600,8898,7881,-0.039597478268085747,0.4252252314665139,0.4076754828518857
seed/7/hard,query_entropy,7200,2742,2439,0.024594051207446975,0.4519443814527616,0.42168831266132445
seed/7/hard,query_max_probability,7200,2742,2439,-0.015017097303289647,0.5601281381720108,0.5882177515326928
seed/7/hard,query_probability_gap,7200,2742,2439,0.019824816853292262,0.5757043042789514,0.5991872773170076
seed/7/hard,query_js,7200,2742,2439,-0.2531008126884159,0.44025525211562067,0.48481800718028184
seed/7/hard,representation_displacement,7200,2742,2439,-0.2315262638218801,0.4389115658946995,0.4757971419243703
seed/7/hard,prediction_changed,7200,2742,2439,-0.21804577112528886,0.43167987528628493,0.451739649721639
seed/7/hard,delta_max_probability,7200,2742,2439,-0.004447683293815388,0.4156754884473254,0.3898224426478669
seed/7/hard,delta_entropy,7200,2742,2439,-0.014904414864411296,0.5770495448400976,0.6052493270154293
seed/7/hard,delta_probability_gap,7200,2742,2439,-0.045003721032736387,0.4070246852133815,0.3818597858316327
branch/original_P/hard,query_entropy,2400,993,936,-0.018349958046867718,0.4421397544002044,0.43493122693942365
branch/original_P/hard,query_max_probability,2400,993,936,0.013628391254929038,0.564190985798958,0.5694510123301106
branch/original_P/hard,query_probability_gap,2400,993,936,0.016888825848754487,0.5617288324597699,0.5647323513614497
branch/original_P/hard,query_js,2400,993,936,-0.1957128707834845,0.4455302254373364,0.468616452991453
branch/original_P/hard,representation_displacement,2400,993,936,-0.1939568748189019,0.43517987676349945,0.4553682978375601
branch/original_P/hard,prediction_changed,2400,993,936,-0.15693648866637055,0.4533761919792492,0.47054960067255147
branch/original_P/hard,delta_max_probability,2400,993,936,-0.090583402879063,0.3778567957221517,0.3707447398533464
branch/original_P/hard,delta_entropy,2400,993,936,0.10801811944759018,0.6259144501918548,0.6310081558544673
branch/original_P/hard,delta_probability_gap,2400,993,936,-0.07915255540842976,0.39878438336300087,0.39008497384521973
step/original_P/0/hard,query_entropy,2400,993,936,-0.018349958046867718,0.4421397544002044,0.43493122693942365
step/original_P/0/hard,query_max_probability,2400,993,936,0.013628391254929038,0.564190985798958,0.5694510123301106
step/original_P/0/hard,query_probability_gap,2400,993,936,0.016888825848754487,0.5617288324597699,0.5647323513614497
